qc_id,batch_id,inspection_date,moisture_level,oil_content,defect_rate,brc_compliance_score,inspector_name,status
QC010607,PR20240716253,2024-07-16 06:00:00,72.1,3.8,2.79,88,Tanveer Shenoy,Approved
QC010612,PR20240717818,2024-07-17 03:00:00,78.5,3.3,4.24,85,Yasti Devi,Approved
QC010614,PR20240717598,2024-07-17 05:00:00,77.7,3.2,0.98,89,Bahadurjit Chander,Approved
QC010615,PR20240717886,2024-07-17 04:00:00,72.6,6.4,3.02,91,Warjas Shukla,Approved
QC010616,PR20240717553,2024-07-17 01:00:00,74.9,3.4,2.27,90,Yashica Sandhu,Approved
QC010618,PR20240717253,2024-07-17 04:00:00,77.5,3.5,4.35,93,Wyatt Dyal,Approved
QC010631,PR20240718559,2024-07-18 04:00:00,72.5,6.0,1.35,88,Yadavi Bora,Approved
QC010636,PR20240719503,2024-07-19 04:00:00,72.7,4.8,3.5,98,Eshana Ghosh,Approved
QC010645,PR20240719104,2024-07-19 01:00:00,73.0,5.4,2.33,99,Veer Singhal,Approved
QC010646,PR20240719594,2024-07-19 04:00:00,75.4,7.7,2.07,92,Ikbal Sahni,Approved
QC010654,PR20240720519,2024-07-20 03:00:00,79.9,5.7,4.29,87,Charvi Menon,Approved
QC010655,PR20240720933,2024-07-20 04:00:00,74.8,3.4,0.88,97,Omya Lad,Approved
QC010658,PR20240720371,2024-07-20 02:00:00,76.6,7.6,0.82,98,Ayushman Bhargava,Approved
QC010660,PR20240720514,2024-07-20 07:00:00,77.5,5.8,3.44,97,Jalsa Sachdev,Approved
QC010661,PR20240721555,2024-07-21 04:00:00,73.7,3.4,0.84,95,Abeer Dara,Approved
QC010665,PR20240721543,2024-07-21 02:00:00,74.0,4.1,1.07,88,Simon Zachariah,Approved
QC010672,PR20240721511,2024-07-21 07:00:00,74.1,5.7,4.77,86,Liam Merchant,Approved
QC010675,PR20240721623,2024-07-21 02:00:00,79.4,4.4,0.8,99,Anay Vyas,Approved
QC010679,PR20240722273,2024-07-22 08:00:00,80.0,5.4,4.9,99,Qasim Deol,Approved
QC010684,PR20240722325,2024-07-22 06:00:00,76.3,7.4,2.51,96,Omkaar Shan,Approved
QC010688,PR20240722828,2024-07-22 03:00:00,77.0,5.7,1.49,95,Warda Barad,Approved
QC010698,PR20240724827,2024-07-24 03:00:00,78.1,3.3,2.13,90,Nitesh Grewal,Approved
QC010699,PR20240724421,2024-07-24 05:00:00,79.0,5.5,0.85,95,Chakradhar Mahajan,Approved
QC010701,PR20240724444,2024-07-24 04:00:00,73.7,3.5,1.75,100,Robert Kata,Approved
QC010703,PR20240724811,2024-07-24 05:00:00,73.3,6.6,3.47,85,Jagat Patel,Approved
QC010704,PR20240724284,2024-07-24 02:00:00,73.1,5.2,1.83,100,Yatin Hari,Approved
QC010708,PR20240724268,2024-07-24 07:00:00,74.7,5.9,4.54,98,Radhika Munshi,Approved
QC010710,PR20240725933,2024-07-25 02:00:00,79.2,5.1,2.27,98,Chandresh Bhatnagar,Approved
QC010713,PR20240725597,2024-07-25 06:00:00,76.1,5.4,0.78,95,Onkar Pal,Approved
QC010719,PR20240725386,2024-07-25 03:00:00,76.6,5.9,2.53,98,Turvi Gour,Approved
QC010721,PR20240726216,2024-07-26 06:00:00,75.3,7.7,3.2,89,Dayamai Bath,Approved
QC010722,PR20240726435,2024-07-26 08:00:00,78.5,7.8,4.15,96,Mekhala Sharaf,Approved
QC010723,PR20240726887,2024-07-26 02:00:00,79.5,6.8,1.27,94,Falan Balakrishnan,Approved
QC010724,PR20240726226,2024-07-26 01:00:00,73.8,4.0,1.95,100,Rayaan Merchant,Approved
QC010727,PR20240726892,2024-07-26 08:00:00,74.8,7.1,2.12,100,Damini Bala,Approved
QC010731,PR20240726177,2024-07-26 03:00:00,77.8,7.5,1.02,85,Kai Madan,Approved
QC010732,PR20240726359,2024-07-26 03:00:00,72.0,7.4,1.57,95,Zaitra Sodhi,Approved
QC010738,PR20240727649,2024-07-27 03:00:00,73.2,4.5,1.34,95,Bhanumati Boase,Approved
QC010740,PR20240727488,2024-07-27 06:00:00,78.3,6.2,1.25,100,Banjeet Wali,Approved
QC010745,PR20240727227,2024-07-27 08:00:00,76.7,4.0,1.39,95,Darsh Munshi,Approved
QC010747,PR20240727491,2024-07-27 02:00:00,76.8,6.3,2.06,97,Chanchal Bali,Approved
QC010749,PR20240728374,2024-07-28 08:00:00,78.1,7.2,4.62,97,Teerth Maharaj,Approved
QC010756,PR20240728715,2024-07-28 01:00:00,77.0,4.1,3.87,97,Samarth Gade,Approved
QC010760,PR20240729885,2024-07-29 05:00:00,72.9,3.9,4.25,96,Anika Narain,Approved
QC010761,PR20240729249,2024-07-29 08:00:00,79.3,3.3,1.9,86,Manan Kalla,Approved
QC010762,PR20240729750,2024-07-29 08:00:00,77.0,7.7,3.07,92,Tanvi Oommen,Rejected
QC010763,PR20240729453,2024-07-29 02:00:00,78.6,7.6,2.84,88,Tarak Nair,Approved
QC010765,PR20240729914,2024-07-29 01:00:00,77.9,6.3,3.52,88,Waida Munshi,Approved
QC010766,PR20240729152,2024-07-29 05:00:00,76.1,6.1,2.99,100,Dakshesh Rana,Approved
QC010767,PR20240729335,2024-07-29 03:00:00,77.1,5.5,1.5,100,Abeer Puri,Approved
QC010770,PR20240729692,2024-07-29 03:00:00,77.5,4.9,1.07,94,Ijaya Deshpande,Approved
QC010771,PR20240729414,2024-07-29 05:00:00,78.8,3.9,2.93,85,Advay Pingle,Approved
QC010776,PR20240730381,2024-07-30 01:00:00,77.8,6.2,1.22,88,Falguni Bahri,Approved
QC010782,PR20240731204,2024-07-31 03:00:00,73.6,3.7,0.83,95,Lucky Keer,Approved
QC010787,PR20240731791,2024-07-31 05:00:00,74.3,5.6,1.28,87,Balveer Vyas,Approved
QC010788,PR20240731120,2024-07-31 02:00:00,79.8,6.5,3.13,93,Azaan Wadhwa,Approved
QC010791,PR20240801473,2024-08-01 01:00:00,77.5,5.2,2.61,98,Advay Ramesh,Approved
QC010805,PR20240802261,2024-08-02 01:00:00,79.1,6.6,3.15,91,Urvashi Mukherjee,Approved
QC010806,PR20240802851,2024-08-02 05:00:00,79.6,6.3,2.29,85,Nathan Zachariah,Approved
QC010809,PR20240802794,2024-08-02 04:00:00,72.4,5.0,4.66,90,Charles Kapur,Approved
QC010819,PR20240803304,2024-08-03 01:00:00,72.4,3.9,4.14,98,Bhavika Lala,Approved
QC010829,PR20240803549,2024-08-03 08:00:00,74.9,3.9,4.17,86,Baljiwan Jaggi,Approved
QC010830,PR20240804806,2024-08-04 06:00:00,76.5,5.7,1.82,100,Yadavi Sarraf,Approved
QC010831,PR20240804173,2024-08-04 02:00:00,77.4,7.3,3.88,88,Zayan Varkey,Approved
QC010832,PR20240804874,2024-08-04 03:00:00,76.9,4.8,4.35,97,Suhani Thaker,Approved
QC010835,PR20240804412,2024-08-04 04:00:00,76.5,7.4,1.64,94,Watika Nadkarni,Approved
QC010838,PR20240804888,2024-08-04 01:00:00,77.2,7.7,2.18,96,Vrishti Shetty,Approved
QC010846,PR20240805535,2024-08-05 08:00:00,79.6,5.0,2.47,88,Jai Date,Approved
QC010847,PR20240805910,2024-08-05 05:00:00,78.5,4.3,3.68,86,Anya Batra,Approved
QC010849,PR20240805382,2024-08-05 06:00:00,74.4,6.0,3.99,92,Ikbal Mall,Approved
QC010851,PR20240805856,2024-08-05 08:00:00,72.2,3.4,4.7,96,Janani Bhattacharyya,Approved
QC010854,PR20240806531,2024-08-06 04:00:00,78.5,7.4,2.48,96,Praneel Chhabra,Approved
QC010859,PR20240806313,2024-08-06 07:00:00,77.7,8.0,2.45,99,Tanmayi Palan,Approved
QC010860,PR20240806496,2024-08-06 04:00:00,78.8,3.4,2.95,91,Hredhaan Shetty,Approved
QC010866,PR20240807850,2024-08-07 06:00:00,74.7,5.6,1.01,92,Udyati Kulkarni,Approved
QC010869,PR20240807316,2024-08-07 06:00:00,74.9,3.4,2.54,98,Ijaya Sarkar,Approved
QC010871,PR20240807352,2024-08-07 03:00:00,75.5,4.6,4.77,91,Prisha Hegde,Approved
QC010872,PR20240807157,2024-08-07 06:00:00,72.7,7.1,2.1,96,Varenya Ahluwalia,Approved
QC010873,PR20240807655,2024-08-07 04:00:00,73.6,4.4,4.56,93,Vaishnavi Khatri,Rejected
QC010879,PR20240808922,2024-08-08 06:00:00,78.6,3.1,1.16,93,Ishani Bal,Approved
QC010891,PR20240809973,2024-08-09 01:00:00,77.4,4.6,4.64,87,Gaurav Bawa,Approved
QC010899,PR20240810648,2024-08-10 01:00:00,78.3,7.4,1.37,89,Aashi Pai,Approved
QC010901,PR20240810123,2024-08-10 01:00:00,73.2,7.7,2.32,100,Kala Luthra,Rejected
QC010908,PR20240811228,2024-08-11 08:00:00,75.3,6.4,2.29,92,Peter Prabhakar,Approved
QC010911,PR20240811561,2024-08-11 04:00:00,79.0,7.8,2.0,86,Tristan Subramanian,Approved
QC010912,PR20240811475,2024-08-11 07:00:00,73.7,3.4,1.46,88,Nathaniel Ahuja,Approved
QC010913,PR20240811211,2024-08-11 03:00:00,73.1,3.1,0.71,99,Raagini Khosla,Approved
QC010916,PR20240812890,2024-08-12 03:00:00,76.1,6.5,4.92,99,Frederick Kunda,Approved
QC010917,PR20240812423,2024-08-12 01:00:00,73.2,6.5,2.99,96,Harsh Mammen,Approved
QC010919,PR20240812135,2024-08-12 04:00:00,75.8,6.6,1.57,90,Kabir Gaba,Approved
QC010921,PR20240812591,2024-08-12 04:00:00,74.5,4.9,1.32,91,Bahadurjit Chowdhury,Rejected
QC010923,PR20240812603,2024-08-12 04:00:00,75.8,3.7,1.93,91,Jason Bhattacharyya,Approved
QC010925,PR20240812530,2024-08-12 05:00:00,72.9,3.2,2.1,89,Upkaar Memon,Approved
QC010928,PR20240812569,2024-08-12 08:00:00,76.9,3.8,4.97,93,Turvi Bhargava,Approved
QC010930,PR20240813925,2024-08-13 05:00:00,74.2,3.1,0.63,100,Ojasvi Gokhale,Approved
QC010931,PR20240813316,2024-08-13 04:00:00,77.3,6.3,4.56,91,Adya Sheth,Approved
QC010934,PR20240813143,2024-08-13 01:00:00,72.7,4.9,4.5,96,Maanav Sarna,Approved
QC010935,PR20240813455,2024-08-13 03:00:00,78.4,4.2,4.5,94,Yatin Sampath,Rejected
QC010938,PR20240814253,2024-08-14 08:00:00,77.4,4.3,0.7,88,Yachana Mane,Approved
QC010939,PR20240814118,2024-08-14 06:00:00,76.0,6.6,1.71,100,Jacob Mann,Approved
QC010946,PR20240814527,2024-08-14 05:00:00,73.3,3.4,4.29,86,Lipika Chakrabarti,Approved
QC010954,PR20240815532,2024-08-15 07:00:00,72.4,6.0,3.93,100,Ekani Dutta,Approved
QC010957,PR20240815202,2024-08-15 03:00:00,78.2,6.3,3.44,99,Owen Loyal,Approved
QC010961,PR20240816506,2024-08-16 03:00:00,75.8,5.1,1.12,88,Advaith Mannan,Approved
QC010962,PR20240816366,2024-08-16 04:00:00,76.3,3.4,2.61,92,Baljiwan Shukla,Approved
QC010965,PR20240816485,2024-08-16 08:00:00,77.8,5.2,2.79,94,Bhavya Contractor,Rejected
QC010969,PR20240817140,2024-08-17 03:00:00,78.7,6.2,1.07,89,Nisha Nadig,Approved
QC010973,PR20240817846,2024-08-17 07:00:00,76.3,4.8,1.43,91,Charan Goda,Approved
QC010976,PR20240818781,2024-08-18 07:00:00,77.2,4.9,3.95,88,Daksha Thaker,Approved
QC010979,PR20240818699,2024-08-18 04:00:00,76.7,3.5,2.08,85,Onkar Sur,Approved
QC010980,PR20240818332,2024-08-18 02:00:00,74.2,3.7,4.1,95,Abdul Parsa,Approved
QC010982,PR20240818290,2024-08-18 05:00:00,75.0,6.1,4.47,98,Sanaya Desai,Approved
QC010987,PR20240818263,2024-08-18 07:00:00,76.3,4.3,4.06,100,Anay Bandi,Approved
QC011000,PR20240820213,2024-08-20 02:00:00,75.5,5.8,4.56,95,Xiti Vala,Approved
QC011003,PR20240820575,2024-08-20 04:00:00,75.9,4.7,3.77,91,Zarna Rajagopalan,Approved
QC011009,PR20240820874,2024-08-20 01:00:00,73.1,7.6,4.62,96,Nikita Kala,Approved
QC011013,PR20240820285,2024-08-20 06:00:00,76.6,3.8,2.53,99,Owen Wali,Approved
QC011015,PR20240821265,2024-08-21 02:00:00,75.4,4.5,1.29,97,Shivani Tiwari,Rejected
QC011019,PR20240821927,2024-08-21 03:00:00,74.1,5.8,3.59,97,Vasudha Sachdev,Approved
QC011029,PR20240822854,2024-08-22 05:00:00,79.8,4.1,1.42,87,Ayaan Shukla,Approved
QC011035,PR20240822928,2024-08-22 01:00:00,72.9,7.7,2.22,89,Anay Pillai,Approved
QC011041,PR20240822554,2024-08-22 02:00:00,79.4,7.4,0.7,85,Bimala Varghese,Approved
QC011050,PR20240823181,2024-08-23 03:00:00,74.2,4.5,1.75,96,Aarna More,Approved
QC011052,PR20240823682,2024-08-23 02:00:00,75.4,5.5,3.91,86,Zaitra Tailor,Approved
QC011062,PR20240824222,2024-08-24 07:00:00,74.1,4.5,3.19,86,Mekhala Dhar,Approved
QC011064,PR20240824125,2024-08-24 06:00:00,73.4,5.4,1.63,85,Jai Murty,Approved
QC011066,PR20240824308,2024-08-24 08:00:00,73.6,7.0,3.68,90,Tejas Tella,Approved
QC011069,PR20240824860,2024-08-24 03:00:00,74.0,5.1,1.19,100,Dalaja Sathe,Approved
QC011073,PR20240825931,2024-08-25 06:00:00,72.4,5.9,2.14,97,Jairaj Sarraf,Approved
QC011074,PR20240825415,2024-08-25 03:00:00,73.7,3.6,3.56,94,Abeer Sodhi,Approved
QC011075,PR20240825614,2024-08-25 01:00:00,74.2,7.5,1.37,93,Anirudh Mane,Approved
QC011076,PR20240825245,2024-08-25 02:00:00,74.0,7.3,3.08,100,Samuel Ramesh,Approved
QC011079,PR20240825908,2024-08-25 07:00:00,72.9,5.7,1.89,95,Yasti Sami,Approved
QC011083,PR20240826630,2024-08-26 02:00:00,77.9,3.4,4.63,95,Advik Sagar,Approved
QC011086,PR20240826989,2024-08-26 04:00:00,75.8,6.7,3.67,89,Falak Reddy,Approved
QC011094,PR20240827972,2024-08-27 08:00:00,73.4,7.4,1.55,92,Waida Rama,Approved
QC011096,PR20240827132,2024-08-27 08:00:00,73.5,5.6,4.93,86,Avni Shankar,Rejected
QC011097,PR20240827938,2024-08-27 06:00:00,74.5,7.8,2.46,98,Yamini Narula,Approved
QC011105,PR20240828773,2024-08-28 04:00:00,78.7,5.6,1.42,99,Abhiram Goda,Approved
QC011107,PR20240828128,2024-08-28 01:00:00,79.0,3.4,3.57,96,Avni Devi,Approved
QC011112,PR20240828322,2024-08-28 04:00:00,78.6,7.2,3.45,94,Wazir Mandal,Approved
QC011117,PR20240829312,2024-08-29 02:00:00,74.0,5.7,3.33,99,Bina Barad,Approved
QC011118,PR20240829328,2024-08-29 03:00:00,79.1,3.8,2.59,92,Yochana Contractor,Approved
QC011121,PR20240829223,2024-08-29 02:00:00,74.7,5.1,1.32,91,Chakradhar Dubey,Approved
QC011122,PR20240829707,2024-08-29 03:00:00,73.7,6.8,2.65,100,Rajeshri Krishna,Approved
QC011126,PR20240829200,2024-08-29 07:00:00,76.1,7.5,1.58,90,Vritti Shanker,Approved
QC011127,PR20240829946,2024-08-29 04:00:00,74.6,4.5,3.47,88,Ojas Dhar,Approved
QC011129,PR20240829885,2024-08-29 03:00:00,76.5,5.4,3.51,91,Pavani Karnik,Approved
QC011131,PR20240829361,2024-08-29 07:00:00,75.9,7.1,2.35,96,Jairaj Ratti,Approved
QC011132,PR20240830859,2024-08-30 01:00:00,79.1,3.6,0.92,96,Ishani Oza,Approved
QC011134,PR20240830569,2024-08-30 05:00:00,77.2,4.9,2.55,98,Urmi Malhotra,Approved
QC011137,PR20240830210,2024-08-30 07:00:00,77.6,4.1,0.7,92,Omkaar Mani,Approved
QC011138,PR20240830200,2024-08-30 08:00:00,75.5,7.5,2.53,85,Balendra Vyas,Approved
QC011148,PR20240831125,2024-08-31 02:00:00,76.6,4.0,2.59,86,Udarsh Kohli,Approved
QC011152,PR20240831327,2024-08-31 08:00:00,75.8,4.2,1.24,100,Ranveer Master,Approved
QC011156,PR20240831556,2024-08-31 08:00:00,74.8,3.2,1.25,96,Daksha Madan,Approved
QC011157,PR20240831331,2024-08-31 06:00:00,77.9,6.2,1.91,98,Mugdha Sathe,Approved
QC011158,PR20240831499,2024-08-31 03:00:00,76.4,7.1,4.28,94,Tejas Baria,Approved
QC011159,PR20240901691,2024-09-01 03:00:00,77.2,3.6,1.23,93,Lekha Thakkar,Approved
QC011165,PR20240901340,2024-09-01 05:00:00,74.3,6.4,1.66,100,Gabriel Deo,Approved
QC011169,PR20240901681,2024-09-01 03:00:00,75.7,7.1,4.51,99,Dakshesh Sathe,Approved
QC011171,PR20240902203,2024-09-02 04:00:00,78.7,3.6,4.6,87,Ekantika Apte,Approved
QC011174,PR20240902455,2024-09-02 04:00:00,77.5,6.1,1.61,98,Wridesh Gole,Approved
QC011181,PR20240903368,2024-09-03 07:00:00,79.4,3.1,0.87,96,Gaurangi Din,Approved
QC011182,PR20240903382,2024-09-03 08:00:00,73.2,6.5,3.3,95,Falguni Chadha,Approved
QC011188,PR20240904292,2024-09-04 01:00:00,79.6,4.7,2.06,90,Eshana Mody,Approved
QC011200,PR20240904858,2024-09-04 07:00:00,77.4,3.9,2.59,91,Liam Rout,Rejected
QC011210,PR20240906589,2024-09-06 05:00:00,72.1,6.0,4.03,93,Ekta Muni,Approved
QC011212,PR20240906476,2024-09-06 06:00:00,73.6,4.5,1.09,95,Upadhriti Som,Approved
QC011218,PR20240906602,2024-09-06 03:00:00,76.9,5.8,4.22,97,Keya Chokshi,Approved
QC011221,PR20240906945,2024-09-06 02:00:00,79.8,7.9,0.98,88,Farhan Dayal,Approved
QC011240,PR20240908877,2024-09-08 07:00:00,76.4,6.9,3.47,91,Lucky Sura,Approved
QC011242,PR20240908418,2024-09-08 01:00:00,79.2,5.2,2.42,86,Zaitra Sagar,Approved
QC011244,PR20240908179,2024-09-08 08:00:00,72.2,3.1,3.62,93,Oeshi Wali,Approved
QC011245,PR20240908980,2024-09-08 01:00:00,75.8,6.3,1.57,85,Forum Gopal,Approved
QC011246,PR20240908969,2024-09-08 04:00:00,78.9,7.5,3.48,87,Owen Dixit,Approved
QC011247,PR20240908213,2024-09-08 03:00:00,74.2,4.1,3.31,94,Jeremiah Zacharia,Approved
QC011250,PR20240909804,2024-09-09 03:00:00,79.5,5.9,4.28,90,Maanas Randhawa,Approved
QC011253,PR20240909300,2024-09-09 07:00:00,76.5,6.4,3.05,92,Wriddhish Keer,Approved
QC011258,PR20240910413,2024-09-10 06:00:00,76.6,6.7,2.28,95,Samuel Sachdeva,Approved
QC011260,PR20240910543,2024-09-10 01:00:00,79.2,7.3,3.76,100,Yashoda Krishnamurthy,Approved
QC011262,PR20240910230,2024-09-10 02:00:00,77.9,5.1,4.25,90,Krishna Kala,Approved
QC011267,PR20240910337,2024-09-10 08:00:00,79.5,7.0,1.1,98,Unni Sawhney,Approved
QC011271,PR20240911580,2024-09-11 05:00:00,78.3,5.3,3.24,95,Upasna Rau,Approved
QC011273,PR20240911384,2024-09-11 04:00:00,79.9,4.8,2.07,88,Lopa Barad,Approved
QC011274,PR20240911158,2024-09-11 06:00:00,74.1,3.6,1.26,90,Atharv Tank,Approved
QC011277,PR20240911950,2024-09-11 02:00:00,76.1,7.5,4.14,90,Kevin Chaudhry,Approved
QC011284,PR20240912356,2024-09-12 01:00:00,73.5,5.8,4.31,88,Ladli Bhagat,Approved
QC011285,PR20240912154,2024-09-12 05:00:00,76.3,7.6,4.59,86,Idika Balakrishnan,Approved
QC011289,PR20240912493,2024-09-12 05:00:00,74.8,7.4,3.13,97,Bakhshi Srinivasan,Approved
QC011300,PR20240914810,2024-09-14 03:00:00,75.8,6.9,4.05,97,Girindra Vig,Approved
QC011304,PR20240914647,2024-09-14 03:00:00,77.4,7.1,4.78,87,Zehaan Yohannan,Approved
QC011307,PR20240914474,2024-09-14 05:00:00,79.0,3.4,4.33,87,Wriddhish Gaba,Approved
QC011309,PR20240914782,2024-09-14 01:00:00,78.3,7.6,3.83,85,Owen Gala,Approved
QC011316,PR20240915812,2024-09-15 05:00:00,79.0,3.1,4.9,92,Neel Joshi,Rejected
QC011318,PR20240915879,2024-09-15 08:00:00,73.5,7.3,4.68,89,Pushti Char,Approved
QC011324,PR20240915849,2024-09-15 06:00:00,72.0,7.6,4.23,85,Kritika Tank,Approved
QC011329,PR20240916676,2024-09-16 03:00:00,79.4,3.9,4.0,93,Gaurika Grewal,Approved
QC011337,PR20240916782,2024-09-16 03:00:00,75.9,4.3,3.9,94,Mekhala Pandit,Rejected
QC011341,PR20240916225,2024-09-16 03:00:00,75.8,7.5,3.7,96,Aarna Nazareth,Approved
QC011343,PR20240917556,2024-09-17 03:00:00,73.1,4.3,1.69,87,Charles Sachdeva,Approved
QC011348,PR20240917692,2024-09-17 05:00:00,74.8,6.3,4.52,93,Kashish Dua,Approved
QC011352,PR20240917390,2024-09-17 08:00:00,76.7,6.8,1.93,94,Chasmum Kalla,Approved
QC011354,PR20240917122,2024-09-17 01:00:00,76.2,5.5,3.65,98,Jairaj Comar,Approved
QC011361,PR20240918142,2024-09-18 03:00:00,76.1,4.7,1.6,96,Harita Desai,Approved
QC011366,PR20240918526,2024-09-18 07:00:00,74.0,7.9,2.11,98,Neha Krishnamurthy,Approved
QC011368,PR20240918360,2024-09-18 07:00:00,78.5,3.4,0.9,94,Girik Suri,Approved
QC011369,PR20240919385,2024-09-19 04:00:00,77.5,5.3,4.46,99,Benjamin Batta,Approved
QC011372,PR20240919912,2024-09-19 06:00:00,78.9,6.8,4.17,87,Veda Rastogi,Approved
QC011375,PR20240919820,2024-09-19 08:00:00,79.0,6.9,2.87,100,Leena Parekh,Approved
QC011379,PR20240919194,2024-09-19 03:00:00,74.1,6.9,1.93,92,Pahal Misra,Approved
QC011385,PR20240920392,2024-09-20 01:00:00,74.0,3.9,3.32,87,Manya Kannan,Approved
QC011389,PR20240920137,2024-09-20 03:00:00,73.9,4.9,3.69,96,Victor Mohan,Approved
QC011391,PR20240920388,2024-09-20 08:00:00,78.4,4.6,4.29,86,Yochana Rout,Approved
QC011395,PR20240921125,2024-09-21 07:00:00,72.5,7.9,2.38,99,Suhani Bose,Approved
QC011397,PR20240921941,2024-09-21 03:00:00,74.6,7.6,1.1,92,Ryan Dasgupta,Approved
QC011401,PR20240921404,2024-09-21 02:00:00,74.9,4.8,2.41,100,Utkarsh Bath,Approved
QC011403,PR20240921422,2024-09-21 01:00:00,78.8,7.2,3.16,100,Jyoti Kant,Approved
QC011407,PR20240921539,2024-09-21 06:00:00,79.9,7.2,3.56,100,Kashish Bumb,Approved
QC011408,PR20240922181,2024-09-22 02:00:00,73.6,5.7,1.46,87,Yahvi Saxena,Approved
QC011411,PR20240922727,2024-09-22 04:00:00,74.4,6.4,1.33,87,Ekalinga Nazareth,Approved
QC011413,PR20240922387,2024-09-22 07:00:00,72.7,5.7,0.5,87,Ganga Mangal,Approved
QC011418,PR20240922265,2024-09-22 08:00:00,76.9,7.5,1.36,97,Hredhaan Prabhu,Approved
QC011423,PR20240923735,2024-09-23 05:00:00,75.1,7.6,3.67,90,Ridhi Yohannan,Approved
QC011425,PR20240923474,2024-09-23 03:00:00,73.1,4.9,3.9,93,Ekani Narang,Approved
QC011432,PR20240923160,2024-09-23 03:00:00,77.3,3.8,0.78,94,Wriddhish Kanda,Approved
QC011434,PR20240923228,2024-09-23 07:00:00,77.5,6.0,0.77,85,Shivani Kari,Approved
QC011437,PR20240924248,2024-09-24 04:00:00,79.8,4.3,2.24,88,Aarnav Sood,Approved
QC011438,PR20240924465,2024-09-24 01:00:00,73.4,7.1,4.83,98,Mitesh Ratti,Approved
QC011440,PR20240924213,2024-09-24 02:00:00,73.7,4.4,3.68,93,Falan Parikh,Approved
QC011441,PR20240924920,2024-09-24 06:00:00,76.2,3.5,4.68,89,Oscar Chokshi,Approved
QC011443,PR20240924885,2024-09-24 01:00:00,76.9,4.5,2.7,85,Janya Sura,Approved
QC011444,PR20240924145,2024-09-24 01:00:00,76.0,5.6,2.74,95,Chavvi Bava,Approved
QC011445,PR20240924305,2024-09-24 08:00:00,76.5,5.0,1.16,89,Aradhana Virk,Approved
QC011452,PR20240925483,2024-09-25 06:00:00,77.3,7.0,4.28,89,Faras Sibal,Approved
QC011462,PR20240926529,2024-09-26 08:00:00,72.2,5.0,4.9,92,Yamini Wali,Approved
QC011464,PR20240926388,2024-09-26 03:00:00,72.5,6.9,1.07,96,Ayush Sant,Approved
QC011467,PR20240926970,2024-09-26 08:00:00,78.6,6.4,3.76,94,Tara Rajagopalan,Approved
QC011468,PR20240926810,2024-09-26 06:00:00,79.8,7.7,1.87,91,Yashvi Subramanian,Approved
QC011476,PR20240927590,2024-09-27 02:00:00,75.0,5.0,1.31,96,Chakrika Shetty,Approved
QC011478,PR20240927421,2024-09-27 07:00:00,75.0,7.9,2.7,99,Vaishnavi Sane,Approved
QC011484,PR20240927285,2024-09-27 02:00:00,79.6,3.4,0.68,92,Mitali Gola,Approved
QC011494,PR20240928374,2024-09-28 01:00:00,76.6,6.7,1.48,91,Ganga Bhatnagar,Approved
QC011496,PR20240929320,2024-09-29 06:00:00,76.0,7.4,3.93,97,Pranav Desai,Approved
QC011509,PR20240930718,2024-09-30 04:00:00,73.9,4.7,1.88,88,Falan Roy,Approved
QC011511,PR20240930404,2024-09-30 03:00:00,77.8,7.8,1.76,95,Dalbir Keer,Approved
QC011512,PR20240930264,2024-09-30 01:00:00,76.7,7.9,1.21,93,Krish Dutta,Approved
QC011513,PR20240930614,2024-09-30 05:00:00,77.3,4.7,4.96,85,Devika Kota,Approved
QC011528,PR20241001471,2024-10-01 04:00:00,72.9,5.3,1.65,91,Ethan Sampath,Approved
QC011529,PR20241001213,2024-10-01 02:00:00,72.3,7.8,3.06,91,Meera Vyas,Approved
QC011531,PR20241001734,2024-10-01 06:00:00,77.6,6.1,1.17,100,Azaan Goda,Approved
QC011539,PR20241002912,2024-10-02 07:00:00,73.4,6.1,4.01,96,Jack Suresh,Approved
QC011542,PR20241002842,2024-10-02 02:00:00,76.9,5.9,3.86,85,Varsha Sami,Approved
QC011545,PR20241002792,2024-10-02 05:00:00,73.9,6.7,2.35,87,Sanaya Kamdar,Approved
QC011546,PR20241002864,2024-10-02 04:00:00,77.4,4.4,1.12,98,Matthew Balay,Approved
QC011547,PR20241002103,2024-10-02 07:00:00,72.2,7.0,1.39,97,Aahana Trivedi,Approved
QC011548,PR20241003996,2024-10-03 03:00:00,74.9,6.8,2.53,86,Arya Dhawan,Approved
QC011550,PR20241003974,2024-10-03 02:00:00,73.7,4.0,2.34,92,Vedant Pall,Approved
QC011552,PR20241003915,2024-10-03 02:00:00,76.5,5.0,4.57,87,Daksha Arora,Approved
QC011554,PR20241003758,2024-10-03 01:00:00,72.0,5.0,3.84,95,Lopa Vyas,Approved
QC011555,PR20241003349,2024-10-03 01:00:00,79.1,4.8,3.53,97,Samuel Sachdev,Approved
QC011561,PR20241004619,2024-10-04 03:00:00,76.6,4.0,3.56,90,Madhav Misra,Approved
QC011567,PR20241004588,2024-10-04 01:00:00,74.0,6.9,4.4,96,Oviya Sarma,Approved
QC011569,PR20241004115,2024-10-04 01:00:00,75.8,3.3,3.82,93,Gautam Salvi,Approved
QC011572,PR20241005334,2024-10-05 02:00:00,75.7,3.5,1.99,93,Siya Ravel,Approved
QC011574,PR20241005954,2024-10-05 01:00:00,74.3,6.6,2.41,93,Upma Bala,Approved
QC011578,PR20241005708,2024-10-05 05:00:00,76.7,5.5,3.76,92,Jeremiah Mani,Approved
